Disaster,Location,District,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Kiridigalla,Kurunegala,3,14,5.7,0
Cyclone,Tittawella,Kurunegala,10,9,8.8,0
Cyclone,Walpola,Kurunegala,7,19,14.2,0
Cyclone,Serugoda,Kurunegala,3,5,5.7,0
Cyclone,Ganewatta,Kurunegala,12,18,9.3,0
Cyclone,Kuliyapitiya West,Kurunegala,10,9,8.8,0
Cyclone,Kobeigane,Kurunegala,9,24,12.6,0
Cyclone,Polpithigama,Kurunegala,9,29,12.6,0
Cyclone,Mawathagama,Kurunegala,7,19,14.2,0
Cyclone,Kuliyapitiya West,Kurunegala,7,13,14.2,0
Cyclone,Kobeigane,Kurunegala,7,18,14.2,0
Cyclone,Ranthetikanda,Kurunegala,11,24,7.5,0
Cyclone,Maravita,Kurunegala,7,24,14.2,0
Cyclone,Bogahapitiya,Kurunegala,6,8,14.4,0
Cyclone,Wadugedara,Kurunegala,6,24,14.4,0
Cyclone,Kurunegala,Kurunegala,8,26,13.8,0
Cyclone,Maharagama,Kurunegala,3,21,5.7,0
Cyclone,Ihala Galayaya,Kurunegala,6,20,14.4,0
Cyclone,Panduwasnuwara East,Kurunegala,8,24,13.8,0
Cyclone,Kuliyapitiya East,Kurunegala,8,27,13.8,0
Cyclone,Mahawa,Kurunegala,3,29,5.7,0
Cyclone,Paduwasnuwara West,Kurunegala,8,12,13.8,0
Cyclone,Kuliyapitiya West,Kurunegala,8,7,13.8,0
Cyclone,Alawwa,Kurunegala,3,23,5.7,0
Cyclone,Gonulla West,Kurunegala,5,14,11.2,0
Cyclone,Thalammehera,Kurunegala,6,24,14.4,0
Cyclone,Mallawapitiya,Kurunegala,8,17,13.8,0
Cyclone,Karabe Wewa,Kurunegala,7,27,14.2,0
Cyclone,Mawathagama,Kurunegala,8,10,13.8,0
Cyclone,Aragoda,Kurunegala,4,24,5.8,0
Cyclone,Narangoda South,Kurunegala,5,21,11.2,0
Cyclone,Meddepola,Kurunegala,2,22,8.1,0
Cyclone,Kekunawala,Kurunegala,8,6,13.8,0
Cyclone,Siyambalagasruppa West,Kurunegala,3,25,5.7,0
Cyclone,Nungamuwa Ihala,Kurunegala,8,23,13.8,0
Cyclone,Humbuluwa West,Kurunegala,3,27,5.7,0
Cyclone,Wadawa,Kurunegala,7,26,14.2,0
Cyclone,Pallemorugama,Kurunegala,9,30,12.6,0
Cyclone,Yayamulla,Kurunegala,6,30,14.4,0
Cyclone,Gonulla,Kurunegala,8,15,13.8,0
Cyclone,Kiriwanapola,Kurunegala,11,17,7.5,0
Cyclone,Boyawalana,Kurunegala,8,12,13.8,0
Cyclone,Wilgamuwa,Kurunegala,6,19,14.4,0
Cyclone,Pangolla,Kurunegala,10,15,8.8,0
Cyclone,Miriheliya,Kurunegala,10,13,8.8,0
Cyclone,Lewdeniya,Kurunegala,4,1,5.8,0
Cyclone,Kandegedara,Kurunegala,6,28,14.4,0
Cyclone,Gonagaldeniya,Kurunegala,5,12,11.2,0
Cyclone,Barandana,Kurunegala,5,18,11.2,0
Cyclone,Kahapanwala,Kurunegala,8,14,13.8,0
Cyclone,Ganewatta,Kurunegala,10,27,8.8,0
Cyclone,Mawathagama,Kurunegala,4,18,5.8,0
Cyclone,Gabadagama,Kurunegala,3,26,5.7,1
Cyclone,Panwewa,Kurunegala,2,5,8.1,1
Cyclone,Kattaduwawa,Kurunegala,3,8,5.7,1
Cyclone,Kongolla,Kurunegala,7,14,14.2,1
Cyclone,Ketawalegedara,Kurunegala,7,14,14.2,1
Cyclone,Mallawapitiya,Kurunegala,12,18,9.3,0
Cyclone,Rideegama,Kurunegala,11,14,7.5,0
Cyclone,Rideegama,Kurunegala,9,1,12.6,0
Cyclone,Mawela,Kurunegala,7,27,14.2,1
Cyclone,Polgahawela,Kurunegala,9,22,12.6,0
Cyclone,Ibbagamuwa,Kurunegala,10,8,8.8,0
Cyclone,Kithalawa,Kurunegala,12,9,9.3,1
Cyclone,Peddogama,Kurunegala,4,28,5.8,0
Cyclone,Kongahagedara,Kurunegala,9,21,12.6,1
Cyclone,Pahamuddana,Kurunegala,2,13,8.1,1
Cyclone,Malwana,Kurunegala,7,27,14.2,1
Cyclone,Halmillewa,Kurunegala,7,27,14.2,1
Cyclone,Ahugoda West,Kurunegala,8,3,13.8,1
Cyclone,Kurunegala,Kurunegala,11,21,7.5,0
Cyclone,Imbulgoda,Kurunegala,10,6,8.8,1
Cyclone,Bamunukotuwa,Kurunegala,7,4,14.2,0
Cyclone,Ambanpola,Kurunegala,4,8,5.8,0
Cyclone,Pannala,Kurunegala,10,21,8.8,0
Cyclone,Pannala,Kurunegala,8,6,13.8,0
Cyclone,Pannala,Kurunegala,10,20,8.8,0
Cyclone,Pannala,Kurunegala,2,7,8.1,0
Cyclone,Polgahawela,Kurunegala,10,13,8.8,1
Cyclone,Hambuwa East,Kurunegala,4,20,5.8,1
Cyclone,Ibbagamuwa,Kurunegala,3,22,5.7,0
Cyclone,Pothuhera West,Kurunegala,12,6,9.3,0
Cyclone,Maspotha,Kurunegala,4,21,5.8,0
Cyclone,Maspotha,Kurunegala,4,9,5.8,0
Cyclone,Kalatuwagama,Kurunegala,8,2,13.8,1
Cyclone,Pannala,Kurunegala,4,17,5.8,0
Cyclone,Alawwa,Kurunegala,4,16,5.8,0
Cyclone,Alawwa,Kurunegala,4,25,5.8,0
Cyclone,Alawwa,Kurunegala,11,12,7.5,0
Cyclone,Alawwa,Kurunegala,11,16,7.5,0
Cyclone,Udubaddawa,Kurunegala,5,26,11.2,0
Cyclone,Udubaddawa,Kurunegala,4,4,5.8,0
Cyclone,Kuliyapitiya West,Kurunegala,6,26,14.4,0
Cyclone,Wewlikare,Kurunegala,6,11,14.4,0
Cyclone,Wilgamuwa,Kurunegala,6,11,14.4,0
Cyclone,Galgamuwa South,Kurunegala,6,18,14.4,0
Cyclone,Kuliyapitiya East,Kurunegala,4,3,5.8,0
Cyclone,Kumbukwewa,Kurunegala,9,4,12.6,0
Cyclone,Narammala,Kurunegala,4,25,5.8,0
Cyclone,Hidowa,Kurunegala,5,30,11.2,0
Cyclone,Narammala,Kurunegala,4,20,5.8,0
Cyclone,Pothuhera East,Kurunegala,12,11,9.3,0
Cyclone,Kureepotta,Kurunegala,12,22,9.3,0
Cyclone,Amunagama,Kurunegala,12,2,9.3,0
Cyclone,Gammana,Kurunegala,12,28,9.3,0
Cyclone,Ehetuwewa,Kurunegala,12,26,9.3,0
Cyclone,Kottapitiya,Kurunegala,10,26,8.8,1
Cyclone,Medagampola,Kurunegala,11,22,7.5,1
Cyclone,Bingiriya,Kurunegala,8,7,13.8,0
Cyclone,Bingiriya,Kurunegala,10,9,8.8,0
Cyclone,Bingiriya,Kurunegala,10,27,8.8,0
Cyclone,Ambahera,Kurunegala,4,30,5.8,1
Cyclone,Weerambugedara,Kurunegala,10,14,8.8,0
Cyclone,Weerambugedara,Kurunegala,2,24,8.1,0
Cyclone,Narammala,Kurunegala,2,25,8.1,0
Cyclone,Bingiriya,Kurunegala,10,8,8.8,0
Cyclone,Alawwa,Kurunegala,3,13,5.7,0
Cyclone,Pannala,Kurunegala,12,1,9.3,0
Cyclone,Pannala,Kurunegala,10,26,8.8,0
Cyclone,Madawa,Kurunegala,7,23,14.2,1
Cyclone,Polpithigama,Kurunegala,6,16,14.4,0
Cyclone,Mawathagama,Kurunegala,7,8,14.2,0
Cyclone,Mawathagama,Kurunegala,10,21,8.8,0
Cyclone,Mallawapitiya,Kurunegala,6,24,14.4,0
Cyclone,Mallawapitiya,Kurunegala,5,23,11.2,0
Cyclone,Mallawapitiya,Kurunegala,6,1,14.4,0
Cyclone,Rideegama,Kurunegala,10,16,8.8,0
Cyclone,Rideegama,Kurunegala,8,21,13.8,0
Cyclone,Polgahawela,Kurunegala,12,12,9.3,0
Cyclone,Polgahawela,Kurunegala,10,8,8.8,0
Cyclone,Polgahawela,Kurunegala,9,10,12.6,0
Cyclone,Mal Asna,Kurunegala,8,6,13.8,1
Cyclone,Pellandeniya,Kurunegala,10,20,8.8,1
Cyclone,Maspotha,Kurunegala,10,16,8.8,0
Cyclone,Polgahawela,Kurunegala,9,6,12.6,0
Cyclone,Ibbagamuwa,Kurunegala,10,16,8.8,0
Cyclone,Ibbagamuwa,Kurunegala,8,10,13.8,0
Cyclone,Ibbagamuwa,Kurunegala,7,5,14.2,0
Cyclone,Kurunegala,Kurunegala,3,3,5.7,0
Cyclone,Polgahawela,Kurunegala,1,25,9.9,0
Cyclone,Gampola,Kurunegala,12,16,9.3,1
Cyclone,Alawwa,Kurunegala,11,26,7.5,0
Cyclone,Bamunugama,Kurunegala,1,17,9.9,1
Cyclone,Angamuwa,Kurunegala,3,13,5.7,1
Cyclone,Wellarawa,Kurunegala,11,27,7.5,1
Cyclone,Pahamune,Kurunegala,7,16,14.2,1
Cyclone,Pahamune,Kurunegala,7,20,14.2,1
Cyclone,Karalappala,Kurunegala,7,17,14.2,1
Cyclone,Penthenigoda,Kurunegala,10,28,8.8,1
Cyclone,Polgahawela,Kurunegala,3,4,5.7,0
Cyclone,Giribawa,Kurunegala,12,12,9.3,0
Cyclone,Kobeigane,Kurunegala,1,29,9.9,0
Cyclone,Panduwasnuwara East,Kurunegala,3,23,5.7,0
Cyclone,Nungamuwa Pahala,Kurunegala,11,15,7.5,1
Cyclone,Kureepotta,Kurunegala,1,30,9.9,1
Cyclone,Mathawa,Kurunegala,3,13,5.7,1
Cyclone,Pannala,Kurunegala,11,3,7.5,0
Cyclone,Alawwa,Kurunegala,10,1,8.8,0
Cyclone,Alawwa,Kurunegala,10,19,8.8,0
Cyclone,Kuliyapitiya West,Kurunegala,10,8,8.8,0
Cyclone,Kiribamuna,Kurunegala,7,18,14.2,1
Cyclone,Kahatawela,Kurunegala,8,17,13.8,1
Cyclone,Namalanga,Kurunegala,2,10,8.1,1
Cyclone,Epakanda,Kurunegala,3,22,5.7,1
Cyclone,Koradoluwa,Kurunegala,11,9,7.5,1
Cyclone,Walagammulla,Kurunegala,11,9,7.5,1
Cyclone,Kuliyapitiya West,Kurunegala,9,4,12.6,0
Cyclone,Polgahawela South,Kurunegala,2,9,8.1,1
Cyclone,Weligodapitiya,Kurunegala,2,10,8.1,1
Cyclone,Ikiriwatta,Kurunegala,4,12,5.8,1
Cyclone,Bingiriya,Kurunegala,11,6,7.5,0
Cyclone,Malandeniya,Kurunegala,10,23,8.8,1
Cyclone,Narammala,Kurunegala,7,25,14.2,0
Cyclone,Narammala,Kurunegala,7,7,14.2,0
Cyclone,Narammala,Kurunegala,7,1,14.2,0
Cyclone,Narammala,Kurunegala,10,14,8.8,0
Cyclone,Pannala,Kurunegala,5,23,11.2,0
Cyclone,Narammala,Kurunegala,4,1,5.8,0
Cyclone,Kuliyapitiya East,Kurunegala,4,27,5.8,0
Cyclone,Meddegama East,Kurunegala,6,19,14.4,1
Cyclone,Pillawa,Kurunegala,5,21,11.2,1
Cyclone,Doratiyawa,Kurunegala,6,26,14.4,1
Cyclone,Panagamuawa,Kurunegala,2,10,8.1,1
Cyclone,Buluwala,Kurunegala,8,25,13.8,1
Cyclone,Kuliyapitiya East,Kurunegala,7,26,14.2,0
Cyclone,Alawwa,Kurunegala,9,27,12.6,0
Cyclone,Alawwa,Kurunegala,8,9,13.8,0
Cyclone,Alawwa,Kurunegala,6,10,14.4,0
Cyclone,Polgahawela,Kurunegala,9,3,12.6,0
Cyclone,Ambahenwewa,Kurunegala,5,22,11.2,0
Cyclone,Yayamulla,Kurunegala,5,17,11.2,0
Cyclone,Maravita,Kurunegala,5,11,11.2,0
Cyclone,Nettipolagedara,Kurunegala,11,11,7.5,0
Cyclone,Galapitiyagama,Kurunegala,10,13,8.8,0
Cyclone,Pahamune,Kurunegala,5,29,11.2,1
Cyclone,Dambadeniya South,Kurunegala,5,7,11.2,1
Cyclone,Kudagammana,Kurunegala,6,23,14.4,1
Cyclone,Athuruwala,Kurunegala,6,23,14.4,1
Cyclone,Riligala,Kurunegala,5,28,11.2,1
Cyclone,Meewewa,Kurunegala,6,18,14.4,1
Cyclone,Pubbiliya,Kurunegala,11,18,7.5,1
Cyclone,Hunugallewa,Kurunegala,10,15,8.8,1
Cyclone,Vilbawa,Kurunegala,7,11,14.2,0
Cyclone,Ehetuwewa,Kurunegala,10,16,8.8,1
Cyclone,Hathigamuwa,Kurunegala,2,9,8.1,1
Cyclone,Rathmale,Kurunegala,6,23,14.4,1
Cyclone,Kuliyapitiya,Kurunegala,5,15,11.2,0
Cyclone,Paduwasnuwara West,Kurunegala,10,11,8.8,0
Cyclone,Horombuwa,Kurunegala,3,7,5.7,1
Cyclone,Ibbagamuwa,Kurunegala,4,28,5.8,0
Cyclone,Kurunegala,Kurunegala,3,19,5.7,0
Cyclone,Awulegama,Kurunegala,10,19,8.8,1
Cyclone,Hunupola,Kurunegala,6,3,14.4,1
Cyclone,Welikumbura,Kurunegala,3,7,5.7,1
Cyclone,Pallegama,Kurunegala,3,7,5.7,1
Cyclone,Kahapanwala,Kurunegala,8,3,13.8,1
Cyclone,Barandana,Kurunegala,5,29,11.2,1
Cyclone,Gonagaldeniya,Kurunegala,5,29,11.2,1
Cyclone,Amunakole,Kurunegala,9,5,12.6,1
Cyclone,Halwella,Kurunegala,5,18,11.2,0
Cyclone,Halwella,Kurunegala,6,29,14.4,0
Cyclone,Mallawapitiya,Kurunegala,9,19,12.6,0
Cyclone,Pallegama,Kurunegala,3,5,5.7,0
Cyclone,Mawathagama,Kurunegala,4,14,5.8,0
Cyclone,Welikumbura,Kurunegala,3,1,5.7,0
Cyclone,Hunupola,Kurunegala,6,9,14.4,0
Cyclone,Awulegama,Kurunegala,10,5,8.8,0
Cyclone,Horombuwa,Kurunegala,3,12,5.7,0
Cyclone,Rathmale,Kurunegala,6,2,14.4,0
Cyclone,Hathigamuwa,Kurunegala,2,23,8.1,0
Cyclone,Amunakole,Kurunegala,9,11,12.6,0
Cyclone,Ehetuwewa,Kurunegala,10,13,8.8,0
Cyclone,Hunugallewa,Kurunegala,10,4,8.8,0
Cyclone,Pubbiliya,Kurunegala,11,15,7.5,0
Cyclone,Meewewa,Kurunegala,6,30,14.4,0
Cyclone,Riligala,Kurunegala,5,18,11.2,0
Cyclone,Kurunegala,Kurunegala,4,21,5.8,0
Cyclone,Athuruwala,Kurunegala,6,29,14.4,0
Cyclone,Mallawapitiya,Kurunegala,4,1,5.8,0
Cyclone,Bowatta,Kurunegala,10,1,8.8,0
Cyclone,Brahmayagama,Kurunegala,5,1,11.2,0
Cyclone,Kurunegala,Kurunegala,9,25,12.6,0
Cyclone,Yalawa,Kurunegala,10,27,8.8,0
Cyclone,Muthugala East,Kurunegala,6,9,14.4,0
Cyclone,Kobeigane,Kurunegala,3,6,5.7,0
Cyclone,Tigola,Kurunegala,5,29,11.2,1
Cyclone,Puskoladeniya,Kurunegala,6,19,14.4,0
Cyclone,Ritigala,Kurunegala,6,27,14.4,0
Cyclone,Pahamune,Kurunegala,4,4,5.8,0
Cyclone,Pahamune,Kurunegala,5,20,11.2,0
Cyclone,Ibbagamuwa,Kurunegala,4,21,5.8,0
Cyclone,Dambadeniya South,Kurunegala,5,25,11.2,0
Cyclone,Kudagammana,Kurunegala,6,27,14.4,0
Cyclone,Pothupitiya,Kurunegala,6,8,14.4,0
Cyclone,Dunukewatta,Kurunegala,5,29,11.2,1
Cyclone,Meddegamgoda,Kurunegala,10,5,8.8,1
Cyclone,Kurunegala,Kurunegala,10,15,8.8,0
Cyclone,Labbala,Kurunegala,2,11,8.1,1
Cyclone,Uda Divulwewa,Kurunegala,4,15,5.8,1
Cyclone,Homathagama,Kurunegala,4,24,5.8,1
Cyclone,Kelimune,Kurunegala,11,2,7.5,1
Cyclone,Meddepola Pahala,Kurunegala,1,20,9.9,1
Cyclone,Gallehemulla,Kurunegala,4,21,5.8,1
Cyclone,Hengawa,Kurunegala,4,20,5.8,1
Cyclone,Ambahenwewa,Kurunegala,9,10,12.6,1
Cyclone,Muruthenge,Kurunegala,10,26,8.8,1
Cyclone,Kudakonwewa,Kurunegala,8,3,13.8,1
Cyclone,Walpolakanda,Kurunegala,8,3,13.8,1
Cyclone,Polgahawela,Kurunegala,4,17,5.8,0
Cyclone,Wariyapola,Kurunegala,7,4,14.2,0
Cyclone,Maspotha,Kurunegala,8,23,13.8,0
Cyclone,Bingiriya,Kurunegala,7,6,14.2,0
Cyclone,Galgamuwa,Kurunegala,7,12,14.2,0
Cyclone,Kotavehera,Kurunegala,7,14,14.2,0
Cyclone,Alawwa,Kurunegala,10,11,8.8,0
Cyclone,Alawwa,Kurunegala,10,23,8.8,0
Cyclone,Alawwa,Kurunegala,11,3,7.5,0
Cyclone,Pannala,Kurunegala,1,5,9.9,0
Cyclone,Pannala,Kurunegala,5,4,11.2,0
Cyclone,Pannala,Kurunegala,6,19,14.4,0
Cyclone,Bammanna,Kurunegala,7,27,14.2,1
Cyclone,Pannala,Kurunegala,7,16,14.2,0
Cyclone,Pannala,Kurunegala,8,17,13.8,0
Cyclone,Pannala,Kurunegala,4,6,5.8,0
Cyclone,Pannala,Kurunegala,8,30,13.8,0
Cyclone,Bamunukotuwa,Kurunegala,5,9,11.2,0
Cyclone,Galgamuwa,Kurunegala,3,4,5.7,0
Cyclone,Galgamuwa,Kurunegala,9,23,12.6,0
Cyclone,Pannala,Kurunegala,6,1,14.4,0
Cyclone,Dehigama,Kurunegala,7,16,14.2,1
Cyclone,Batapotha,Kurunegala,7,26,14.2,1
Cyclone,Panwalakumbura,Kurunegala,6,8,14.4,1
Cyclone,Kotavehera,Kurunegala,10,17,8.8,0
Cyclone,Bamunukotuwa,Kurunegala,10,9,8.8,0
Cyclone,Mawathagama North,Kurunegala,5,29,11.2,1
Cyclone,Ranawana,Kurunegala,5,29,11.2,1
Cyclone,Pannala,Kurunegala,5,10,11.2,0
Cyclone,Narammala,Kurunegala,5,27,11.2,0
Cyclone,Pannala,Kurunegala,5,24,11.2,0
Cyclone,Doratiyawa,Kurunegala,5,29,11.2,1
Cyclone,Uyandana,Kurunegala,5,29,11.2,1
Cyclone,Pannala,Kurunegala,4,17,5.8,0
Cyclone,Kolapalikanda,Kurunegala,8,25,13.8,1
Cyclone,Pothubowa,Kurunegala,1,13,9.9,1
Cyclone,Minirangama,Kurunegala,4,7,5.8,1
Cyclone,Gallawa,Kurunegala,5,27,11.2,1
Cyclone,Rambadagalla,Kurunegala,5,29,11.2,1
Cyclone,Bodhigama,Kurunegala,1,25,9.9,1
Cyclone,Maningamuwa,Kurunegala,4,7,5.8,1
Cyclone,Indivinna,Kurunegala,11,22,7.5,1
Cyclone,Ihalagama,Kurunegala,1,25,9.9,1
Cyclone,Yagamwela,Kurunegala,5,29,11.2,1
Cyclone,Kumbukkotuwa,Kurunegala,8,3,13.8,1
Cyclone,Anukkane,Kurunegala,8,3,13.8,1
Cyclone,Bakmeegolla,Kurunegala,10,15,8.8,1
Cyclone,Narangoda,Kurunegala,7,26,14.2,1
Cyclone,Kiribamuna,Kurunegala,3,7,5.7,1
Cyclone,Polpitiya,Kurunegala,5,10,11.2,1
Cyclone,Andapola,Kurunegala,4,20,5.8,1
Cyclone,Ikiriwatta,Kurunegala,5,30,11.2,1
Cyclone,Ihala Udattapola,Kurunegala,1,22,9.9,1
Cyclone,Dewategedara,Kurunegala,3,7,5.7,1
Cyclone,Wadakada,Kurunegala,6,23,14.4,1
Cyclone,Thalgodapitiya,Kurunegala,8,6,13.8,1
Cyclone,Mahawa,Kurunegala,9,27,12.6,0
Cyclone,Poogalla,Kurunegala,2,7,8.1,0
Cyclone,Ibbagamuwa,Kurunegala,8,7,13.8,1
Cyclone,Polpithigama,Kurunegala,8,7,13.8,1
Cyclone,Siyambalangamuwa,Kurunegala,8,19,13.8,1
Cyclone,Mahawa,Kurunegala,8,7,13.8,1
Cyclone,Nikaweratiya,Kurunegala,8,7,13.8,1
Cyclone,Ambanpola,Kurunegala,8,7,13.8,1
Cyclone,Rasnayakapura,Kurunegala,8,7,13.8,1
Cyclone,Kurunegala,Kurunegala,8,7,13.8,1
Cyclone,Bamunukotuwa,Kurunegala,8,8,13.8,1
Cyclone,Maspotha,Kurunegala,8,7,13.8,1
Cyclone,Kotavehera,Kurunegala,8,7,13.8,1
Cyclone,Kobeigane,Kurunegala,8,7,13.8,1
Cyclone,Panduwasnuwara East,Kurunegala,8,7,13.8,1
Cyclone,Moragane,Kurunegala,2,27,8.1,0
Cyclone,Pannala,Kurunegala,10,24,8.8,1
Cyclone,Moragane,Kurunegala,5,9,11.2,0
Cyclone,Moragane,Kurunegala,4,8,5.8,0
Cyclone,Nikaweratiya,Kurunegala,3,10,5.7,1
Cyclone,Kuliyapitiya East,Kurunegala,11,22,7.5,1
Cyclone,Kuliyapitiya East,Kurunegala,5,29,11.2,1
Cyclone,Kurunegala,Kurunegala,7,17,14.2,1
Cyclone,Narammala,Kurunegala,6,5,14.4,1
Cyclone,Bingiriya,Kurunegala,3,10,5.7,1
Cyclone,Bingiriya,Kurunegala,5,29,11.2,1
Cyclone,Weerambugedara,Kurunegala,3,2,5.7,1
Cyclone,Weerambugedara,Kurunegala,10,31,8.8,1
Cyclone,Narammala,Kurunegala,3,6,5.7,1
Cyclone,Narammala,Kurunegala,5,6,11.2,1
Cyclone,Oggamuwa,Kurunegala,8,19,13.8,1
Cyclone,Narammala,Kurunegala,7,4,14.2,1
Cyclone,Thittawella,Kurunegala,8,19,13.8,1
Cyclone,Hanwella,Kurunegala,8,19,13.8,1
Cyclone,Wewegedara,Kurunegala,7,25,14.2,0
Cyclone,Udunowa,Kurunegala,12,16,9.3,0
Cyclone,Udunowa,Kurunegala,12,19,9.3,0
Cyclone,Udunowa,Kurunegala,12,29,9.3,0
Cyclone,Nammuwawa,Kurunegala,12,9,9.3,0
Cyclone,Walpitagama,Kurunegala,12,30,9.3,0
Cyclone,Kalatuwagama,Kurunegala,9,17,12.6,0
Cyclone,Kalatuwagama,Kurunegala,9,5,12.6,0
Cyclone,Hadiramulla,Kurunegala,8,3,13.8,0
Cyclone,Kandegedara,Kurunegala,8,25,13.8,0
Cyclone,Pahala Udattapola,Kurunegala,11,27,7.5,0
Cyclone,Ibbagamuwa,Kurunegala,4,10,5.8,1
Cyclone,Mallawapitiya,Kurunegala,4,10,5.8,1
Cyclone,Kurunegala,Kurunegala,4,24,5.8,1
Cyclone,Mawathagama,Kurunegala,4,24,5.8,1
Cyclone,Pusselikanda,Kurunegala,11,21,7.5,0
Cyclone,Kandegedara,Kurunegala,4,21,5.8,0
Cyclone,Narangoda,Kurunegala,11,26,7.5,0
Cyclone,Medagama,Kurunegala,3,9,5.7,0
Cyclone,Medagama,Kurunegala,3,22,5.7,0
Cyclone,Nawana,Kurunegala,9,7,12.6,1
Cyclone,Sirisethagama,Kurunegala,9,7,12.6,1
Cyclone,Hidogama,Kurunegala,9,7,12.6,1
Cyclone,Siyambalewa,Kurunegala,10,7,8.8,1
Cyclone,Mahagalkadawala,Kurunegala,10,7,8.8,1
Cyclone,Urapotta,Kurunegala,7,14,14.2,1
Cyclone,Maragama,Kurunegala,8,19,13.8,1
Cyclone,Kudagalgamuwa,Kurunegala,8,19,13.8,1
Cyclone,Karagahagedara,Kurunegala,7,13,14.2,0
Cyclone,Narammala,Kurunegala,5,29,11.2,1
Cyclone,Narammala,Kurunegala,6,23,14.4,1
Cyclone,Polgahawela,Kurunegala,6,23,14.4,1
Cyclone,Polgahawela,Kurunegala,7,3,14.2,1
Cyclone,Rideegama,Kurunegala,1,22,9.9,1
Cyclone,Rideegama,Kurunegala,5,30,11.2,1
Cyclone,Polgahawela,Kurunegala,4,24,5.8,1
Cyclone,Adapola,Kurunegala,4,24,5.8,0
Cyclone,Rideegama,Kurunegala,4,20,5.8,1
Cyclone,Polpithigama,Kurunegala,6,21,14.4,1
Cyclone,Ambanpola,Kurunegala,6,21,14.4,1
Cyclone,Kuliyapitiya East,Kurunegala,10,5,8.8,1
Cyclone,Galgamuwa South,Kurunegala,6,20,14.4,0
Cyclone,Galgamuwa South,Kurunegala,6,25,14.4,0
Cyclone,Galgamuwa South,Kurunegala,6,6,14.4,0
Cyclone,Ibbagamuwa,Kurunegala,6,8,14.4,1
Cyclone,Ibbagamuwa,Kurunegala,7,3,14.2,1
Cyclone,Paduwasnuwara West,Kurunegala,6,19,14.4,1
Cyclone,Bamunukotuwa,Kurunegala,7,19,14.2,1
Cyclone,Panduwasnuwara East,Kurunegala,6,6,14.4,1
Cyclone,Ibbagamuwa,Kurunegala,10,15,8.8,1
Cyclone,Kuliyapitiya West,Kurunegala,3,8,5.7,1
Cyclone,Narammala,Kurunegala,6,10,14.4,1
Cyclone,Udubaddawa,Kurunegala,5,29,11.2,1
Cyclone,Udubaddawa,Kurunegala,1,25,9.9,1
Cyclone,Kurunegala,Kurunegala,6,9,14.4,1
Cyclone,Weerambugedara,Kurunegala,6,5,14.4,1
Cyclone,Ibbagamuwa,Kurunegala,6,9,14.4,1
Cyclone,Paduwasnuwara West,Kurunegala,6,10,14.4,1
Cyclone,Polgahawela,Kurunegala,7,4,14.2,1
Cyclone,Narammala,Kurunegala,7,5,14.2,1
Cyclone,Mallawapitiya,Kurunegala,1,25,9.9,1
Cyclone,Adapola,Kurunegala,4,11,5.8,0
Cyclone,Narammala,Kurunegala,5,28,11.2,1
Cyclone,Ketawalegedara,Kurunegala,11,20,7.5,0
Cyclone,Narammala,Kurunegala,6,18,14.4,1
Cyclone,Kobeigane,Kurunegala,11,18,7.5,1
Cyclone,Ehetuwewa,Kurunegala,10,15,8.8,1
Cyclone,Polpithigama,Kurunegala,5,9,11.2,1
Cyclone,Polpithigama,Kurunegala,9,2,12.6,1
Cyclone,Wariyapola,Kurunegala,6,23,14.4,1
Cyclone,Wariyapola,Kurunegala,7,3,14.2,1
Cyclone,Pannala,Kurunegala,9,16,12.6,1
Cyclone,Wariyapola,Kurunegala,10,19,8.8,1
Cyclone,Ganewatta,Kurunegala,3,6,5.7,1
Cyclone,Mawathagama,Kurunegala,7,3,14.2,1
Cyclone,Mawathagama,Kurunegala,3,8,5.7,1
Cyclone,Karabe Wewa,Kurunegala,7,16,14.2,1
Cyclone,Mawathagama,Kurunegala,5,29,11.2,1
Cyclone,Mawathagama,Kurunegala,5,10,11.2,1
Cyclone,Mallawapitiya,Kurunegala,5,29,11.2,1
Cyclone,Mallawapitiya,Kurunegala,8,25,13.8,1
Cyclone,Mawathagama,Kurunegala,1,13,9.9,1
Cyclone,Halwella,Kurunegala,4,20,5.8,0
Cyclone,Halwella,Kurunegala,4,4,5.8,0
Cyclone,Halwella,Kurunegala,4,6,5.8,0
Cyclone,Rideegama,Kurunegala,7,4,14.2,1
Cyclone,Aragoda,Kurunegala,4,4,5.8,1
Cyclone,Rideegama,Kurunegala,5,27,11.2,1
Cyclone,Rideegama,Kurunegala,5,29,11.2,1
Cyclone,Adapola,Kurunegala,4,3,5.8,0
Cyclone,Nikaweratiya,Kurunegala,6,10,14.4,1
Cyclone,Galpanawa,Kurunegala,3,12,5.7,0
Cyclone,Rideekanda,Kurunegala,3,28,5.7,0
Cyclone,Wariyapola,Kurunegala,1,29,9.9,1
Cyclone,Wariyapola,Kurunegala,12,25,9.3,1
Cyclone,Rasnayakapura,Kurunegala,5,3,11.2,1
Cyclone,Rasnayakapura,Kurunegala,12,25,9.3,1
Cyclone,Rasnayakapura,Kurunegala,12,28,9.3,1
Cyclone,Udubaddawa,Kurunegala,12,25,9.3,1
Cyclone,Kobeigane,Kurunegala,6,12,14.4,1
Cyclone,Polpithigama,Kurunegala,6,11,14.4,1
Cyclone,Narammala,Kurunegala,6,11,14.4,1
Cyclone,Mallawapitiya,Kurunegala,6,11,14.4,1
