Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Rainfall(mm),Wind Speed(mph),Cyclone
137724,STRONG WIND,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2015-03-29,2015,3,55.1,8.0,1
137726,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2015-03-29,2015,3,89.0,3.1,1
137731,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2015-04-02,2015,4,187.3,7.0,1
137740,STRONG WIND,lka006,lka006001,lka006001057,Mallawapitiya,Kurunegala,2015-04-10,2015,4,367.5,5.8,1
137739,STRONG WIND,lka006,lka006001,lka006001030,Ibbagamuwa,Kurunegala,2015-04-10,2015,4,367.5,5.8,1
137741,STRONG WIND,lka007,lka007001,lka007001036,Nachchadoowa,Anuradhapura,2015-04-11,2015,4,288.2,6.6,1
137738,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2015-04-11,2015,4,89.4,8.8,1
137762,STRONG WIND,lka001,lka001003,lka001003021,Kalutara,Kaluthara,2015-04-24,2015,4,137.2,7.3,1
137755,COASTLINE,lka001,lka001001,lka001001031,Ratmalana,Colombo,2015-04-24,2015,4,267.7,7.5,1
137759,STRONG WIND,lka006,lka006001,lka006001060,Mawathagama,Kurunegala,2015-04-24,2015,4,367.5,5.8,1
137758,STRONG WIND,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2015-04-24,2015,4,367.5,5.8,1
137771,STRONG WIND,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2015-04-24,2015,4,434.4,5.5,1
137775,STRONG WIND,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2015-04-24,2015,4,367.5,5.8,1
137772,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2015-04-24,2015,4,434.4,5.5,1
137764,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2015-04-25,2015,4,123.9,4.4,1
137767,STRONG WIND,lka004,lka004001,lka004001003,Island North(Kayts),Jaffna,2015-04-25,2015,4,52.4,9.9,1
137766,STRONG WIND,lka004,lka004001,lka004001030,Thenmaradchi (Chavakachcheri),Jaffna,2015-04-26,2015,4,52.4,9.9,1
137765,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2015-04-27,2015,4,123.9,4.4,1
137768,TORNADO,lka001,lka001001,lka001001033,Moratuwa,Colombo,2015-04-27,2015,4,267.7,7.5,1
137779,STRONG WIND,lka002,lka002001,lka002001051,Udapalatha,Kandy,2015-04-29,2015,4,157.3,4.8,1
137778,STRONG WIND,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2015-04-29,2015,4,157.3,4.8,1
137777,STRONG WIND,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2015-04-29,2015,4,157.3,4.8,1
137846,STRONG WIND,lka004,lka004001,lka004001024,Vadamaradchi East (Maruthnkern,Jaffna,2015-05-04,2015,5,215.7,15.5,1
137862,STRONG WIND,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2015-05-10,2015,5,282.1,13.2,1
137886,STRONG WIND,lka004,lka004004,lka004004003,Thunukkai,Mullaitivu,2015-05-12,2015,5,82.0,6.0,1
137887,STRONG WIND,lka001,lka001003,lka001003021,Kalutara,Kaluthara,2015-05-14,2015,5,157.5,11.6,1
137894,STRONG WIND,lka001,lka001003,lka001003027,Dodangoda,Kaluthara,2015-05-15,2015,5,157.5,11.6,1
137892,STRONG WIND,lka009,lka009002,lka009002033,Deraniyagala,Kegalle,2015-05-17,2015,5,205.0,5.8,1
137893,STRONG WIND,lka006,lka006002,lka006002018,Mundalama,Puttalam,2015-05-17,2015,5,202.3,14.2,1
137900,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2015-05-20,2015,5,138.0,8.8,1
137803,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2015-06-03,2015,6,162.8,11.3,1
137802,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2015-06-03,2015,6,162.8,11.3,1
137807,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2015-06-05,2015,6,130.0,12.1,1
137814,STRONG WIND,lka008,lka008002,lka008002018,Badalkumbura,Monaragala,2015-06-15,2015,6,162.8,11.3,1
137818,STRONG WIND,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2015-06-18,2015,6,130.0,12.1,1
137823,STRONG WIND,lka006,lka006001,lka006001012,Ambanpola,Kurunegala,2015-06-21,2015,6,76.4,14.4,1
137822,STRONG WIND,lka006,lka006001,lka006001027,Polpithigama,Kurunegala,2015-06-21,2015,6,76.4,14.4,1
137821,STRONG WIND,lka008,lka008001,lka008001018,Passara,Badulla,2015-06-21,2015,6,188.8,11.5,1
137826,STRONG WIND,lka004,lka004004,lka004004009,Puthukudiyiruppu,Mullaitivu,2015-06-21,2015,6,48.0,7.0,1
137834,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2015-06-27,2015,6,202.0,15.7,1
137833,STRONG WIND,lka003,lka003002,lka003002030,Hakmana,Matara,2015-06-27,2015,6,202.0,15.7,1
137831,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2015-06-27,2015,6,237.8,13.9,1
137830,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2015-06-27,2015,6,237.8,13.9,1
137837,STRONG WIND,lka009,lka009002,lka009002012,Kegalle,Kegalle,2015-06-27,2015,6,234.0,8.4,1
137828,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2015-06-27,2015,6,237.8,13.9,1
137820,STRONG WIND,lka006,lka006002,lka006002024,Anamaduwa,Puttalam,2015-06-27,2015,6,43.6,17.4,1
137829,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2015-06-27,2015,6,237.8,13.9,1
137838,STRONG WIND,lka009,lka009002,lka009002006,Mawanella,Kegalle,2015-06-28,2015,6,234.0,8.4,1
137835,STRONG WIND,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2015-06-29,2015,6,202.0,15.7,1
137836,STRONG WIND,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2015-06-29,2015,6,160.2,15.4,1
137843,STRONG WIND,lka003,lka003002,lka003002030,Hakmana,Matara,2015-06-30,2015,6,202.0,15.7,1
137844,STRONG WIND,lka003,lka003002,lka003002009,Pasgoda,Matara,2015-06-30,2015,6,202.0,15.7,1
137793,STRONG WIND,lka003,lka003003,lka003003024,Katuwana,Hambantota,2015-07-17,2015,7,31.9,16.3,1
137792,STRONG WIND,lka003,lka003003,lka003003009,Thissamaharama,Hambantota,2015-07-17,2015,7,31.9,16.3,1
137909,STRONG WIND,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2015-07-26,2015,7,21.5,9.6,1
137910,STRONG WIND,lka009,lka009002,lka009002003,Rambukkana,Kegalle,2015-07-27,2015,7,219.0,7.8,1
137964,STRONG WIND,lka005,lka005001,lka005001009,Koralai Pattu (Valachchenai),Batticaloa,2015-08-07,2015,8,13.9,11.3,1
137942,STRONG WIND,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2015-08-08,2015,8,75.3,11.6,1
137959,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2015-08-15,2015,8,71.0,14.9,1
137961,STRONG WIND,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2015-08-20,2015,8,13.9,11.3,1
137968,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2015-08-27,2015,8,197.0,7.2,1
137982,STRONG WIND,lka004,lka004004,lka004004003,Thunukkai,Mullaitivu,2015-09-03,2015,9,159.0,17.2,1
137983,STRONG WIND,lka004,lka004004,lka004004012,Oddusuddan,Mullaitivu,2015-09-03,2015,9,159.0,17.2,1
137990,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2015-09-11,2015,9,77.9,7.7,1
137992,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2015-09-13,2015,9,80.0,9.8,1
138002,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2015-09-16,2015,9,397.2,11.2,1
137995,STRONG WIND,lka002,lka002002,lka002002033,Ukuwela,Matale,2015-09-16,2015,9,112.0,8.2,1
138001,STRONG WIND,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2015-09-16,2015,9,397.2,11.2,1
138003,STRONG WIND,lka001,lka001001,lka001001012,Homagama,Colombo,2015-09-18,2015,9,631.4,12.5,1
138014,STRONG WIND,lka003,lka003003,lka003003012,Hambantota,Hambantota,2015-09-21,2015,9,300.8,14.6,1
138074,STRONG WIND,lka003,lka003003,lka003003003,Sooriyawewa,Hambantota,2015-09-23,2015,9,300.8,14.6,1
138017,STRONG WIND,lka005,lka005002,lka005002009,Mahaoya,Ampara,2015-09-24,2015,9,77.9,7.7,1
138031,STRONG WIND,lka005,lka005003,lka005003021,Kanthalai,Trincomalee,2015-09-26,2015,9,255.6,14.2,1
138029,STRONG WIND,lka001,lka001001,lka001001031,Ratmalana,Colombo,2015-09-27,2015,9,631.4,12.5,1
138039,STRONG WIND,lka001,lka001001,lka001001031,Ratmalana,Colombo,2015-09-27,2015,9,631.4,12.5,1
138094,STRONG WIND,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2015-09-27,2015,9,24.4,9.4,1
138076,STRONG WIND,lka004,lka004004,lka004004012,Oddusuddan,Mullaitivu,2015-09-28,2015,9,159.0,17.2,1
138070,STRONG WIND,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2015-09-29,2015,9,65.6,15.2,1
138071,STRONG WIND,lka007,lka007002,lka007002010,Welikanda,Polannaruwa,2015-09-30,2015,9,118.0,12.0,1
138083,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2015-10-02,2015,10,324.5,8.3,1
138089,STRONG WIND,lka005,lka005001,lka005001021,Manmunai West(Vavunatheivu),Batticaloa,2015-10-10,2015,10,622.2,7.6,1
138112,STRONG WIND,lka004,lka004002,lka004002015,Musalai,Mannar,2015-10-18,2015,10,103.3,13.9,1
138121,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2015-10-18,2015,10,374.0,4.2,1
138131,STRONG WIND,lka006,lka006001,lka006001069,Kuliyapitiya East,Kurunegala,2015-10-19,2015,10,282.5,8.8,1
138164,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2015-10-28,2015,10,193.1,9.3,1
138217,TIDAL WAVE,lka004,lka004004,lka004004015,Maritimepattu,Mullaitivu,2015-11-08,2015,11,456.0,14.3,1
138215,STRONG WIND,lka001,lka001001,lka001001018,Padukka,Colombo,2015-11-11,2015,11,525.8,8.7,1
138241,TORNADO,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2015-11-13,2015,11,388.4,11.0,1
138240,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2015-11-13,2015,11,388.4,11.0,1
138341,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2015-11-30,2015,11,402.6,8.4,1
138342,STRONG WIND,lka004,lka004003,lka004003006,Vavuniya South,Vavuniya,2015-11-30,2015,11,402.6,8.4,1
138395,STRONG WIND,lka004,lka004004,lka004004015,Maritimepattu,Mullaitivu,2015-12-17,2015,12,321.0,15.7,1
138406,STRONG WIND,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2015-12-27,2015,12,358.6,9.1,1
138411,TIDAL WAVE,lka003,lka003002,lka003002045,Devinuwara,Matara,2015-12-27,2015,12,204.0,8.6,1
138410,STRONG WIND,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2015-12-27,2015,12,358.6,9.1,1
138409,STRONG WIND,lka004,lka004005,lka004005003,Pachchilaipalli,Kilinochchi,2015-12-27,2015,12,279.6,13.2,1
138405,TIDAL WAVE,lka004,lka004001,lka004001027,Vadamaradchi North (Point Pedr,Jaffna,2015-12-28,2015,12,379.9,14.2,1
138415,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2015-12-30,2015,12,205.1,10.1,1
138416,STRONG WIND,lka004,lka004003,lka004003006,Vavuniya South,Vavuniya,2015-12-30,2015,12,205.1,10.1,1
138417,STRONG WIND,lka004,lka004003,lka004003012,Vengalacheddikulam,Vavuniya,2015-12-30,2015,12,205.1,10.1,1
138427,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2016-01-06,2016,1,29.0,10.2,1
138426,STRONG WIND,lka001,lka001002,lka001002033,Mahara,Gampaha,2016-01-06,2016,1,29.0,10.2,1
138447,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2016-02-15,2016,2,86.9,10.7,1
138448,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2016-02-16,2016,2,67.9,5.9,1
138450,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2016-02-18,2016,2,101.9,7.2,1
138455,STRONG WIND,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2016-02-25,2016,2,86.9,10.7,1
138456,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2016-02-25,2016,2,106.7,7.8,1
138457,STRONG WIND,lka001,lka001001,lka001001006,Kolonnawa,Colombo,2016-02-25,2016,2,106.7,7.8,1
138458,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2016-02-25,2016,2,36.0,7.7,1
138459,STRONG WIND,lka001,lka001002,lka001002015,Minuwangoda,Gampaha,2016-02-25,2016,2,36.0,7.7,1
138460,STRONG WIND,lka001,lka001002,lka001002021,Ja-Ela,Gampaha,2016-02-25,2016,2,36.0,7.7,1
138461,STRONG WIND,lka001,lka001002,lka001002003,Negombo,Gampaha,2016-02-25,2016,2,36.0,7.7,1
138462,STRONG WIND,lka001,lka001002,lka001002039,Biyagama,Gampaha,2016-02-25,2016,2,36.0,7.7,1
138479,STRONG WIND,lka003,lka003001,lka003001021,Neluwa,Galle,2016-03-27,2016,3,39.4,6.3,1
138484,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2016-03-29,2016,3,89.0,3.1,1
138486,STRONG WIND,lka009,lka009002,lka009002030,Dehiovita,Kegalle,2016-03-30,2016,3,89.0,3.1,1
138491,STRONG WIND,lka009,lka009002,lka009002003,Rambukkana,Kegalle,2016-03-30,2016,3,89.0,3.1,1
138493,STRONG WIND,lka009,lka009002,lka009002015,Galigamuwa,Kegalle,2016-04-03,2016,4,197.0,2.9,1
138500,STRONG WIND,lka004,lka004004,lka004004009,Puthukudiyiruppu,Mullaitivu,2016-04-12,2016,4,49.0,10.0,1
138504,STRONG WIND,lka009,lka009002,lka009002012,Kegalle,Kegalle,2016-04-17,2016,4,197.0,2.9,1
138503,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2016-04-18,2016,4,56.3,4.4,1
138510,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2016-04-19,2016,4,55.0,8.2,1
138511,STRONG WIND,lka006,lka006002,lka006002018,Mundalama,Puttalam,2016-04-19,2016,4,55.0,8.2,1
138512,STRONG WIND,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2016-04-19,2016,4,55.0,8.2,1
138517,STRONG WIND,lka006,lka006001,lka006001006,Galgamuwa,Kurunegala,2016-04-20,2016,4,306.5,5.8,1
138519,STRONG WIND,lka006,lka006001,lka006xxx,Paduwasnuwara west,Kurunegala,2016-04-20,2016,4,306.5,5.8,1
138514,STRONG WIND,lka001,lka001001,lka001001006,Kolonnawa,Colombo,2016-04-20,2016,4,185.9,7.5,1
138515,STRONG WIND,lka001,lka001002,lka001002036,Kelaniya,Gampaha,2016-04-20,2016,4,112.0,7.1,1
138518,STRONG WIND,lka006,lka006001,lka006001045,Panduwasnuwara East,Kurunegala,2016-04-20,2016,4,306.5,5.8,1
138530,STRONG WIND,lka001,lka001002,lka001002009,Divulapitiya,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138529,STRONG WIND,lka001,lka001002,lka001002006,Katana,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138534,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2016-04-26,2016,4,240.6,5.9,1
138532,STRONG WIND,lka006,lka006001,lka006001045,Panduwasnuwara East,Kurunegala,2016-04-26,2016,4,306.5,5.8,1
138528,STRONG WIND,lka001,lka001002,lka001002033,Mahara,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138531,STRONG WIND,lka006,lka006001,lka006001078,Pannala,Kurunegala,2016-04-26,2016,4,306.5,5.8,1
138526,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138525,STRONG WIND,lka001,lka001002,lka001002030,Dompe,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138527,STRONG WIND,lka001,lka001002,lka001002012,Mirigama,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138524,STRONG WIND,lka001,lka001002,lka001002015,Minuwangoda,Gampaha,2016-04-26,2016,4,112.0,7.1,1
138523,STRONG WIND,lka001,lka001001,lka001001015,Hanwella,Colombo,2016-04-26,2016,4,185.9,7.5,1
138536,STRONG WIND,lka001,lka001003,lka001003012,Bulathsinhala,Kaluthara,2016-04-27,2016,4,137.2,7.3,1
138538,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2016-04-28,2016,4,112.0,7.1,1
138537,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2016-04-28,2016,4,16.0,7.0,1
138539,STRONG WIND,lka001,lka001002,lka001002033,Mahara,Gampaha,2016-04-28,2016,4,112.0,7.1,1
138540,STRONG WIND,lka009,lka009002,lka009002015,Galigamuwa,Kegalle,2016-04-28,2016,4,197.0,2.9,1
138542,STRONG WIND,lka004,lka004001,lka004001006,Valikamam West (Chankanai),Jaffna,2016-04-30,2016,4,0.5,9.9,1
138545,STRONG WIND,lka001,lka001001,lka001001006,Kolonnawa,Colombo,2016-05-02,2016,5,752.4,12.0,1
138546,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2016-05-02,2016,5,138.4,10.5,1
138555,STRONG WIND,lka002,lka002002,lka002002012,Pallepola,Matale,2016-05-02,2016,5,133.0,7.0,1
138557,STRONG WIND,lka007,lka007001,lka007001048,Thalawa,Anuradhapura,2016-05-03,2016,5,463.1,12.1,1
138559,STRONG WIND,lka007,lka007001,lka007001060,Ipalogama,Anuradhapura,2016-05-03,2016,5,463.1,12.1,1
138556,STRONG WIND,lka007,lka007001,lka007001051,Thirappane,Anuradhapura,2016-05-03,2016,5,463.1,12.1,1
138568,STRONG WIND,lka001,lka001002,lka001002012,Mirigama,Gampaha,2016-05-04,2016,5,204.0,11.5,1
138569,STRONG WIND,lka001,lka001002,lka001002039,Biyagama,Gampaha,2016-05-04,2016,5,204.0,11.5,1
138570,STRONG WIND,lka001,lka001002,lka001002009,Divulapitiya,Gampaha,2016-05-04,2016,5,204.0,11.5,1
138579,STRONG WIND,lka006,lka006001,lka006xxx,Paduwasnuwara west,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138583,STRONG WIND,lka006,lka006001,lka006001069,Kuliyapitiya East,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138582,STRONG WIND,lka006,lka006001,lka006001057,Mallawapitiya,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138577,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138580,STRONG WIND,lka006,lka006001,lka006001021,Nikaweratiya,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138578,STRONG WIND,lka006,lka006001,lka006001045,Panduwasnuwara East,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138576,STRONG WIND,lka006,lka006002,lka006002036,Madampe,Puttalam,2016-05-09,2016,5,398.9,14.2,1
138581,STRONG WIND,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2016-05-09,2016,5,737.6,11.2,1
138598,STRONG WIND,lka009,lka009002,lka009002003,Rambukkana,Kegalle,2016-05-10,2016,5,205.0,5.8,1
138607,STRONG WIND,lka004,lka004001,lka004001009,Valikamam South -West (Sandili,Jaffna,2016-05-10,2016,5,286.0,15.5,1
138574,STRONG WIND,lka004,lka004001,lka004001009,Valikamam South -West (Sandili,Jaffna,2016-05-10,2016,5,286.0,15.5,1
138600,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2016-05-10,2016,5,205.0,5.8,1
138595,STRONG WIND,lka007,lka007002,lka007002009,Lankapura,Polannaruwa,2016-05-10,2016,5,138.4,10.5,1
138596,STRONG WIND,lka004,lka004004,lka004004006,Manthai East,Mullaitivu,2016-05-11,2016,5,82.0,6.0,1
138603,STRONG WIND,lka004,lka004004,lka004004003,Thunukkai,Mullaitivu,2016-05-11,2016,5,82.0,6.0,1
138936,STRONG WIND,lka005,lka005003,lka005003015,Trincomalee Town and Gravets,Trincomalee,2016-05-15,2016,5,331.6,13.4,1
138937,STRONG WIND,lka005,lka005003,lka005003024,Kinniya,Trincomalee,2016-05-15,2016,5,331.6,13.4,1
138667,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2016-05-16,2016,5,811.3,10.1,1
138870,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2016-05-16,2016,5,138.4,10.5,1
138961,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2016-05-18,2016,5,477.4,12.3,1
138853,STRONG WIND,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2016-05-19,2016,5,237.0,13.4,1
138935,STRONG WIND,lka005,lka005003,lka005003021,Kanthalai,Trincomalee,2016-05-24,2016,5,331.6,13.4,1
138949,STRONG WIND,lka005,lka005002,lka005002009,Mahaoya,Ampara,2016-05-27,2016,5,272.9,7.5,1
139018,STRONG WIND,lka001,lka001002,lka001002006,Katana,Gampaha,2016-11-02,2016,11,174.0,8.2,1
138986,STRONG WIND,lka003,lka003003,lka003003018,Angunakolapelessa,Hambantota,2016-11-03,2016,11,178.4,7.3,1
139017,STRONG WIND,lka001,lka001002,lka001002027,Attanagalla,Gampaha,2016-11-05,2016,11,174.0,8.2,1
138988,STRONG WIND,lka004,lka004001,lka004001024,Vadamaradchi East (Maruthnkern,Jaffna,2016-11-07,2016,11,431.6,12.0,1
139022,STRONG WIND,lka005,lka005003,lka005003024,Kinniya,Trincomalee,2016-11-17,2016,11,175.4,10.1,1
138914,STRONG WIND,lka004,lka004002,lka004002009,Madhu,Mannar,2017-01-27,2017,1,126.4,16.3,1
138859,STRONG WIND,lka007,lka007002,lka007002010,Welikanda,Polannaruwa,2017-01-27,2017,1,80.1,9.2,1
138901,STRONG WIND,lka005,lka005003,lka005003018,Thambalagamuwa,Trincomalee,2017-02-01,2017,2,18.6,10.4,1
138897,STRONG WIND,lka009,lka009002,lka009002006,Mawanella,Kegalle,2017-02-13,2017,2,58.0,4.4,1
138873,STRONG WIND,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2017-02-14,2017,2,33.1,5.0,1
138808,STRONG WIND,lka008,lka008001,lka008001042,Haldummulla,Badulla,2017-02-16,2017,2,122.3,6.2,1
75,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2017-03-08,2017,3,204.3,4.3,1
74,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2017-03-09,2017,3,204.3,4.3,1
73,STRONG WIND,lka006,lka006001,lka006001057,Mallawapitiya,Kurunegala,2017-03-09,2017,3,288.3,5.7,1
72,STRONG WIND,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2017-03-12,2017,3,263.7,4.1,1
76,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2017-03-12,2017,3,263.7,4.1,1
77,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2017-03-13,2017,3,89.0,3.1,1
78,STRONG WIND,lka009,lka009002,lka009002015,Galigamuwa,Kegalle,2017-03-13,2017,3,89.0,3.1,1
80,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2017-03-15,2017,3,204.3,4.3,1
138960,STRONG WIND,lka004,lka004003,lka004003012,Vengalacheddikulam,Vavuniya,2017-04-02,2017,4,91.4,7.0,1
138964,STRONG WIND,lka007,lka007001,lka007001021,Kahatagasdigiliya,Anuradhapura,2017-04-04,2017,4,116.0,6.6,1
138963,STRONG WIND,lka008,lka008002,lka008002021,Wellawaya,Monaragala,2017-04-04,2017,4,116.5,5.3,1
138967,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2017-04-05,2017,4,200.9,5.5,1
138971,STRONG WIND,lka003,lka003003,lka003003006,Lunugamvehera,Hambantota,2017-04-07,2017,4,81.1,7.5,1
138973,STRONG WIND,lka004,lka004003,lka004003006,Vavuniya South,Vavuniya,2017-04-09,2017,4,91.4,7.0,1
138974,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2017-04-09,2017,4,91.4,7.0,1
138972,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2017-04-09,2017,4,91.4,7.0,1
138977,STRONG WIND,lka007,lka007001,lka007001030,Mihinthale,Anuradhapura,2017-04-11,2017,4,116.0,6.6,1
138975,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2017-04-11,2017,4,178.5,8.2,1
138978,STRONG WIND,lka007,lka007002,lka007002006,Medirigiriya,Polannaruwa,2017-04-11,2017,4,240.6,5.9,1
138982,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2017-04-11,2017,4,89.4,8.8,1
138979,STRONG WIND,lka007,lka007002,lka007002003,Hingurakgoda,Polannaruwa,2017-04-11,2017,4,240.6,5.9,1
138981,STRONG WIND,lka003,lka003003,lka003003015,Ambalantota,Hambantota,2017-04-11,2017,4,81.1,7.5,1
138989,STRONG WIND,lka001,lka001003,lka001003030,Mathugama,Kaluthara,2017-04-13,2017,4,137.2,7.3,1
138987,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2017-04-13,2017,4,178.5,8.2,1
138991,STRONG WIND,lka005,lka005001,lka005001015,Eravur Town (Eravur),Batticaloa,2017-04-13,2017,4,4.9,6.7,1
138995,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2017-04-14,2017,4,91.4,7.0,1
138992,STRONG WIND,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2017-04-14,2017,4,178.5,8.2,1
139001,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2017-04-25,2017,4,116.5,5.3,1
139002,STRONG WIND,lka003,lka003001,lka003001012,Elpitiya,Galle,2017-04-30,2017,4,178.5,8.2,1
138918,STRONG WIND,lka004,lka004003,lka004003006,Vavuniya South,Vavuniya,2017-05-01,2017,5,171.8,12.3,1
139073,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2017-05-05,2017,5,147.7,9.8,1
139076,STRONG WIND,lka002,lka002002,lka002002030,Rattota,Matale,2017-05-07,2017,5,133.0,7.0,1
139077,STRONG WIND,lka002,lka002002,lka002002006,Dambulla,Matale,2017-05-07,2017,5,133.0,7.0,1
