Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Flood
138449,FLOOD,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2016-02-17,2016,2,1
138469,FLOOD,lka009,lka009002,lka009002006,Mawanella,Kegalle,2016-03-10,2016,3,1
138492,FLOOD,lka002,lka002002,lka002002033,Ukuwela,Matale,2016-03-31,2016,3,1
138509,FLOOD,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2016-04-19,2016,4,1
138584,FLOOD,lka001,lka001001,lka001001015,Hanwella,Colombo,2016-05-08,2016,5,1
138590,FLOOD,lka009,lka009002,lka009002003,Rambukkana,Kegalle,2016-05-09,2016,5,1
138586,FLOOD,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2016-05-09,2016,5,1
138588,FLOOD,lka009,lka009002,lka009002030,Dehiovita,Kegalle,2016-05-09,2016,5,1
138612,FLOOD,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2016-05-11,2016,5,1
138789,FLOOD,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2016-05-13,2016,5,1
138860,FLOOD,lka003,lka003003,lka003003006,Lunugamvehera,Hmabantota,2016-05-14,2016,5,1
138952,FLOOD,lka008,lka008001,lka008001024,Hali-Ela,Badulla,2016-05-14,2016,5,1
138953,FLOOD,lka008,lka008001,lka008001021,Badulla,Badulla,2016-05-14,2016,5,1
138954,FLOOD,lka008,lka008001,lka008001018,Passara,Badulla,2016-05-14,2016,5,1
138955,FLOOD,lka008,lka008001,lka008001015,Soranathota,Badulla,2016-05-14,2016,5,1
138956,FLOOD,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2016-05-14,2016,5,1
138950,FLOOD,lka008,lka008001,lka008001042,Haldummulla,Badulla,2016-05-14,2016,5,1
138951,FLOOD,lka008,lka008001,lka008001033,Bandarawela,Badulla,2016-05-14,2016,5,1
138822,FLOOD,lka002,lka002002,lka002002030,Rattota,Matale,2016-05-15,2016,5,1
138815,FLOOD,lka002,lka002002,lka002002033,Ukuwela,Matale,2016-05-15,2016,5,1
138816,FLOOD,lka002,lka002002,lka002002018,Matale,Matale,2016-05-15,2016,5,1
138817,FLOOD,lka002,lka002002,lka002002006,Dambulla,Matale,2016-05-15,2016,5,1
138818,FLOOD,lka002,lka002002,lka002002009,Naula,Matale,2016-05-15,2016,5,1
138890,FLOOD,lka006,lka006001,lka006001045,Panduwasnuwara East,Kurunegala,2016-05-15,2016,5,1
138889,FLOOD,lka006,lka006001,lka006001024,Mahawa,Kurunegala,2016-05-15,2016,5,1
138821,FLOOD,lka002,lka002002,lka002002027,Wilgamuwa,Matale,2016-05-15,2016,5,1
138888,FLOOD,lka006,lka006001,lka006001057,Mallawapitiya,Kurunegala,2016-05-15,2016,5,1
138886,FLOOD,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2016-05-15,2016,5,1
138819,FLOOD,lka002,lka002002,lka002002015,Yatawatta,Matale,2016-05-15,2016,5,1
138832,FLOOD,lka003,lka003001,lka003001030,Welivitiya-Divithura,Galle,2016-05-15,2016,5,1
138825,FLOOD,lka003,lka003001,lka003001006,Balapitiya,Galle,2016-05-15,2016,5,1
138824,FLOOD,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2016-05-15,2016,5,1
138820,FLOOD,lka002,lka002002,lka002002012,Pallepola,Matale,2016-05-15,2016,5,1
138823,FLOOD,lka002,lka002002,lka002002003,Galewela,Matale,2016-05-15,2016,5,1
138887,FLOOD,lka006,lka006001,lka006001006,Galgamuwa,Kurunegala,2016-05-15,2016,5,1
138790,FLOOD,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2016-05-15,2016,5,1
138908,FLOOD,lka006,lka006001,lka006001072,Kuliyapitiya West,Kurunegala,2016-05-15,2016,5,1
138918,FLOOD,lka004,lka004001,lka004001024,Vadamaradchi East (Maruthnkern,Jaffna,2016-05-15,2016,5,1
138894,FLOOD,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2016-05-15,2016,5,1
138895,FLOOD,lka006,lka006001,lka006001021,Nikaweratiya,Kurunegala,2016-05-15,2016,5,1
138896,FLOOD,lka006,lka006001,lka006001030,Ibbagamuwa,Kurunegala,2016-05-15,2016,5,1
138897,FLOOD,lka006,lka006001,lka006001033,Ganewatta,Kurunegala,2016-05-15,2016,5,1
138898,FLOOD,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2016-05-15,2016,5,1
138899,FLOOD,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2016-05-15,2016,5,1
138900,FLOOD,lka006,lka006001,lka006001049,Bamunukotuwa,Kurunegala,2016-05-15,2016,5,1
138901,FLOOD,lka006,lka006001,lka006001063,Rideegama,Kurunegala,2016-05-15,2016,5,1
138902,FLOOD,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2016-05-15,2016,5,1
138903,FLOOD,lka006,lka006001,lka006001027,Polpithigama,Kurunegala,2016-05-15,2016,5,1
138905,FLOOD,lka006,lka006001,lka006001081,Narammala,Kurunegala,2016-05-15,2016,5,1
138906,FLOOD,lka006,lka006001,lka006001051,Maspotha,Kurunegala,2016-05-15,2016,5,1
138907,FLOOD,lka006,lka006001,lka006001042,Bingiriya,Kurunegala,2016-05-15,2016,5,1
138893,FLOOD,lka006,lka006001,lka006xxx,Paduwasnuwara west,Kurunegala,2016-05-15,2016,5,1
138909,FLOOD,lka006,lka006001,lka006001075,Udubaddawa,Kurunegala,2016-05-15,2016,5,1
138910,FLOOD,lka006,lka006001,lka006001084,Alawwa,Kurunegala,2016-05-15,2016,5,1
138911,FLOOD,lka004,lka004001,lka004001033,Nallur,Jaffna,2016-05-15,2016,5,1
138912,FLOOD,lka004,lka004001,lka004001036,Jaffna,Jaffna,2016-05-15,2016,5,1
138913,FLOOD,lka004,lka004001,lka004001042,Delft,Jaffna,2016-05-15,2016,5,1
138914,FLOOD,lka004,lka004001,lka004001030,Thenmaradchi (Chavakachcheri),Jaffna,2016-05-15,2016,5,1
138915,FLOOD,lka004,lka004001,lka004001027,Vadamaradchi North (Point Pedr,Jaffna,2016-05-15,2016,5,1
138916,FLOOD,lka004,lka004001,lka004001045,Kareinagar,Jaffna,2016-05-15,2016,5,1
138917,FLOOD,lka004,lka004001,lka004001012,Valikamam North(Tellipallai),Jaffna,2016-05-15,2016,5,1
138926,FLOOD,lka004,lka004004,lka004004009,Puthukudiyiruppu,Mullaitivu,2016-05-15,2016,5,1
138904,FLOOD,lka006,lka006001,lka006001003,Giribawa,Kurunegala,2016-05-15,2016,5,1
138892,FLOOD,lka006,lka006001,lka006001078,Pannala,Kurunegala,2016-05-15,2016,5,1
138622,FLOOD,lka001,lka001001,lka001001021,Maharagama,Colombo,2016-05-15,2016,5,1
138643,FLOOD,lka001,lka001002,lka001002039,Biyagama,Gampaha,2016-05-15,2016,5,1
138642,FLOOD,lka001,lka001002,lka001002018,Wattala,Gampaha,2016-05-15,2016,5,1
138641,FLOOD,lka001,lka001002,lka001002030,Dompe,Gampaha,2016-05-15,2016,5,1
138634,FLOOD,lka001,lka001003,lka001003021,Kalutara,Kaluthara,2016-05-15,2016,5,1
138635,FLOOD,lka001,lka001003,lka001003027,Dodangoda,Kaluthara,2016-05-15,2016,5,1
138636,FLOOD,lka001,lka001003,lka001003010,Ingiriya,Kaluthara,2016-05-15,2016,5,1
138620,FLOOD,lka001,lka001001,lka001001018,Padukka,Colombo,2016-05-15,2016,5,1
138644,FLOOD,lka001,lka001002,lka001002006,Katana,Gampaha,2016-05-15,2016,5,1
138621,FLOOD,lka001,lka001001,lka001001031,Ratmalana,Colombo,2016-05-15,2016,5,1
138637,FLOOD,lka001,lka001003,lka001003033,Agalawatta,Kaluthara,2016-05-15,2016,5,1
138638,FLOOD,lka001,lka001003,lka001003006,Bandaragama,Kaluthara,2016-05-15,2016,5,1
138639,FLOOD,lka001,lka001003,lka001003039,Walallavita,Kaluthara,2016-05-15,2016,5,1
138623,FLOOD,lka001,lka001001,lka001001024,Sri Jayawardanapura Kotte,Colombo,2016-05-15,2016,5,1
138624,FLOOD,lka001,lka001001,lka001001012,Homagama,Colombo,2016-05-15,2016,5,1
138627,FLOOD,lka001,lka001003,lka001003030,Mathugama,Kaluthara,2016-05-15,2016,5,1
138640,FLOOD,lka001,lka001003,lka001003036,Palindanuwara,Kaluthara,2016-05-15,2016,5,1
138649,FLOOD,lka001,lka001002,lka001002024,Gampaha,Gampaha,2016-05-15,2016,5,1
138646,FLOOD,lka001,lka001002,lka001002015,Minuwangoda,Gampaha,2016-05-15,2016,5,1
138645,FLOOD,lka001,lka001002,lka001002027,Attanagalla,Gampaha,2016-05-15,2016,5,1
138633,FLOOD,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2016-05-15,2016,5,1
138648,FLOOD,lka001,lka001002,lka001002009,Divulapitiya,Gampaha,2016-05-15,2016,5,1
138628,FLOOD,lka001,lka001003,lka001003003,Panadura,Kaluthara,2016-05-15,2016,5,1
138666,FLOOD,lka009,lka009001,lka009001045,Weligepola,Ratnapura,2016-05-15,2016,5,1
138629,FLOOD,lka001,lka001003,lka001003012,Bulathsinhala,Kaluthara,2016-05-15,2016,5,1
138891,FLOOD,lka006,lka006001,lka006001060,Mawathagama,Kurunegala,2016-05-15,2016,5,1
138613,FLOOD,lka001,lka001001,lka001001006,Kolonnawa,Colombo,2016-05-15,2016,5,1
138614,FLOOD,lka001,lka001001,lka001001003,Colombo,Colombo,2016-05-15,2016,5,1
138647,FLOOD,lka001,lka001002,lka001002012,Mirigama,Gampaha,2016-05-15,2016,5,1
138630,FLOOD,lka001,lka001003,lka001003009,Horana,Kaluthara,2016-05-15,2016,5,1
138615,FLOOD,lka001,lka001001,lka001001036,Kesbewa,Colombo,2016-05-15,2016,5,1
138617,FLOOD,lka001,lka001001,lka001001015,Hanwella,Colombo,2016-05-15,2016,5,1
138618,FLOOD,lka001,lka001001,lka001001027,Thimbirigasyaya,Colombo,2016-05-15,2016,5,1
138662,FLOOD,lka009,lka009001,lka009001030,Ayagama,Ratnapura,2016-05-15,2016,5,1
138661,FLOOD,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2016-05-15,2016,5,1
138631,FLOOD,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2016-05-15,2016,5,1
138619,FLOOD,lka001,lka001001,lka001001009,Kaduwela,Colombo,2016-05-15,2016,5,1
138632,FLOOD,lka001,lka001003,lka001003015,Madurawala,Kaluthara,2016-05-15,2016,5,1
138616,FLOOD,lka001,lka001001,lka001001033,Moratuwa,Colombo,2016-05-15,2016,5,1
138919,FLOOD,lka004,lka004001,lka004001015,Valikamam South (Uduvil),Jaffna,2016-05-16,2016,5,1
138920,FLOOD,lka004,lka004001,lka004001018,Valikamam East (Kopay),Jaffna,2016-05-16,2016,5,1
138921,FLOOD,lka004,lka004001,lka004001003,Island North(Kayts),Jaffna,2016-05-16,2016,5,1
138922,FLOOD,lka004,lka004001,lka004001009,Valikamam South -West (Sandili,Jaffna,2016-05-16,2016,5,1
138923,FLOOD,lka004,lka004001,lka004001039,Island South (Velanai),Jaffna,2016-05-16,2016,5,1
138671,FLOOD,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2016-05-16,2016,5,1
138925,FLOOD,lka004,lka004004,lka004004015,Maritimepattu,Mullaitivu,2016-05-16,2016,5,1
138965,FLOOD,lka004,lka004002,lka004002009,Madhu,Mannar,2016-05-16,2016,5,1
138966,FLOOD,lka004,lka004002,lka004002015,Musalai,Mannar,2016-05-16,2016,5,1
138962,FLOOD,lka004,lka004002,lka004002003,Mannar Town,Mannar,2016-05-16,2016,5,1
138960,FLOOD,lka004,lka004003,lka004003012,Vengalacheddikulam,Vavuniya,2016-05-16,2016,5,1
138959,FLOOD,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2016-05-16,2016,5,1
138958,FLOOD,lka004,lka004003,lka004003006,Vavuniya South,Vavuniya,2016-05-16,2016,5,1
138957,FLOOD,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2016-05-16,2016,5,1
138924,FLOOD,lka004,lka004001,lka004001021,Vadamaradchi South-west (Karav,Jaffna,2016-05-16,2016,5,1
138934,FLOOD,lka004,lka004005,lka004005012,Poonakary,Kilinochchi,2016-05-16,2016,5,1
138932,FLOOD,lka004,lka004005,lka004005006,Kandavalai,Kilinochchi,2016-05-16,2016,5,1
138931,FLOOD,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2016-05-16,2016,5,1
138930,FLOOD,lka004,lka004004,lka004004005,Weli Oya,Mullaitivu,2016-05-16,2016,5,1
138929,FLOOD,lka004,lka004004,lka004004006,Manthai East,Mullaitivu,2016-05-16,2016,5,1
138670,FLOOD,lka009,lka009001,lka009001021,Opanayaka,Ratnapura,2016-05-16,2016,5,1
138928,FLOOD,lka004,lka004004,lka004004003,Thunukkai,Mullaitivu,2016-05-16,2016,5,1
138927,FLOOD,lka004,lka004004,lka004004012,Oddusuddan,Mullaitivu,2016-05-16,2016,5,1
138933,FLOOD,lka004,lka004005,lka004005003,Pachchilaipalli,Kilinochchi,2016-05-16,2016,5,1
138650,FLOOD,lka001,lka001002,lka001002021,Ja-Ela,Gampaha,2016-05-16,2016,5,1
138963,FLOOD,lka004,lka004002,lka004002012,Nanadhan,Mannar,2016-05-16,2016,5,1
138652,FLOOD,lka001,lka001002,lka001002003,Negombo,Gampaha,2016-05-16,2016,5,1
138653,FLOOD,lka001,lka001002,lka001002036,Kelaniya,Gampaha,2016-05-16,2016,5,1
138843,FLOOD,lka003,lka003001,lka003001012,Elpitiya,Galle,2016-05-16,2016,5,1
138842,FLOOD,lka003,lka003001,lka003001024,Nagoda,Galle,2016-05-16,2016,5,1
138841,FLOOD,lka003,lka003001,lka003001018,Thawalama,Galle,2016-05-16,2016,5,1
138840,FLOOD,lka003,lka003001,lka003001033,Ambalangoda,Galle,2016-05-16,2016,5,1
138839,FLOOD,lka003,lka003001,lka003001015,Niyagama,Galle,2016-05-16,2016,5,1
138838,FLOOD,lka003,lka003001,lka003001009,Karandeniya,Galle,2016-05-16,2016,5,1
138837,FLOOD,lka003,lka003001,lka003001003,Benthota,Galle,2016-05-16,2016,5,1
138836,FLOOD,lka003,lka003001,lka003001024,Nagoda,Galle,2016-05-16,2016,5,1
138835,FLOOD,lka003,lka003001,lka003001057,Goonapeenuwala,Galle,2016-05-16,2016,5,1
138834,FLOOD,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2016-05-16,2016,5,1
138833,FLOOD,lka003,lka003001,lka003001051,Imaduwa,Galle,2016-05-16,2016,5,1
138658,FLOOD,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2016-05-16,2016,5,1
138831,FLOOD,lka003,lka003001,lka003001045,Akmeemana,Galle,2016-05-16,2016,5,1
138964,FLOOD,lka004,lka004002,lka004002006,Manthai West,Mannar,2016-05-16,2016,5,1
138830,FLOOD,lka003,lka003001,lka003001048,Yakkalamulla,Galle,2016-05-16,2016,5,1
138827,FLOOD,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2016-05-16,2016,5,1
138664,FLOOD,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2016-05-16,2016,5,1
138665,FLOOD,lka009,lka009001,lka009001042,Godakawela,Ratnapura,2016-05-16,2016,5,1
138668,FLOOD,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2016-05-16,2016,5,1
138669,FLOOD,lka009,lka009001,lka009001033,Kalawana,Ratnapura,2016-05-16,2016,5,1
138651,FLOOD,lka001,lka001002,lka001002033,Mahara,Gampaha,2016-05-16,2016,5,1
138861,FLOOD,lka007,lka007001,lka007001042,Rajanganaya,Anuradhapura,2016-05-17,2016,5,1
138862,FLOOD,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2016-05-17,2016,5,1
138864,FLOOD,lka007,lka007001,lka007001033,Nuwaragam Palatha East,Anuradhapura,2016-05-17,2016,5,1
138865,FLOOD,lka007,lka007001,lka007001048,Thalawa,Anuradhapura,2016-05-17,2016,5,1
138866,FLOOD,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2016-05-17,2016,5,1
138867,FLOOD,lka007,lka007001,lka007001066,Palagala,Anuradhapura,2016-05-17,2016,5,1
138868,FLOOD,lka007,lka007001,lka007001036,Nachchadoowa,Anuradhapura,2016-05-17,2016,5,1
138869,FLOOD,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2016-05-17,2016,5,1
138885,FLOOD,lka006,lka006002,lka006002048,Dankotuwa,Puttalam,2016-05-17,2016,5,1
138863,FLOOD,lka007,lka007001,lka007001051,Thirappane,Anuradhapura,2016-05-17,2016,5,1
138884,FLOOD,lka006,lka006002,lka006002036,Madampe,Puttalam,2016-05-18,2016,5,1
138883,FLOOD,lka006,lka006002,lka006002027,Pallama,Puttalam,2016-05-18,2016,5,1
138882,FLOOD,lka006,lka006002,lka006002024,Anamaduwa,Puttalam,2016-05-18,2016,5,1
138881,FLOOD,lka006,lka006002,lka006002012,Nawagattegama,Puttalam,2016-05-18,2016,5,1
138880,FLOOD,lka006,lka006002,lka006002009,Karuwalagaswewa,Puttalam,2016-05-18,2016,5,1
138875,FLOOD,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2016-05-18,2016,5,1
138877,FLOOD,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2016-05-18,2016,5,1
138876,FLOOD,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2016-05-18,2016,5,1
138874,FLOOD,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2016-05-18,2016,5,1
138873,FLOOD,lka006,lka006002,lka006002018,Mundalama,Puttalam,2016-05-18,2016,5,1
138872,FLOOD,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2016-05-18,2016,5,1
138871,FLOOD,lka006,lka006002,lka006002015,Puttalam,Puttalam,2016-05-18,2016,5,1
138878,FLOOD,lka006,lka006002,lka006002033,Chilaw,Puttalam,2016-05-18,2016,5,1
138879,FLOOD,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2016-05-18,2016,5,1
138784,FLOOD,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2016-05-19,2016,5,1
138939,FLOOD,lka005,lka005001,lka005001021,Manmunai West(Vavunatheivu),Batticaloa,2016-05-23,2016,5,1
138943,FLOOD,lka005,lka005001,lka005001015,Eravur Town (Eravur),Batticaloa,2016-05-23,2016,5,1
138944,FLOOD,lka005,lka005001,lka005001024,Kattankudy,Batticaloa,2016-05-23,2016,5,1
138945,FLOOD,lka005,lka005001,lka005001027,Manmunai Pattu (Araipattai),Batticaloa,2016-05-23,2016,5,1
138946,FLOOD,lka005,lka005001,lka005001030,Manmunai South - West (Peddipe,Batticaloa,2016-05-23,2016,5,1
138947,FLOOD,lka005,lka005001,lka005001033,Porativu Pattu (Ellavul),Batticaloa,2016-05-23,2016,5,1
138948,FLOOD,lka005,lka005001,lka005001036,Manmunai South & Eruvilpattu (,Batticaloa,2016-05-23,2016,5,1
138940,FLOOD,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2016-05-23,2016,5,1
138942,FLOOD,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2016-05-23,2016,5,1
138941,FLOOD,lka005,lka005001,lka005001039,Koralai Pattu South (Kiran),Batticaloa,2016-05-23,2016,5,1
138938,FLOOD,lka005,lka005003,lka005003018,Thambalagamuwa,Trincolmalee,2016-05-23,2016,5,1
138828,FLOOD,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2016-05-28,2016,5,1
138980,HEAVY RAINS,lka003,lka003001,lka003001042,Bope-Poddala,Galle,2016-10-30,2016,10,1
138985,HEAVY RAINS,lka003,lka003001,lka003001054,Habaraduwa,Galle,2016-10-31,2016,10,1
138984,HEAVY RAINS,lka003,lka003001,lka003001051,Imaduwa,Galle,2016-10-31,2016,10,1
138983,HEAVY RAINS,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2016-10-31,2016,10,1
138982,HEAVY RAINS,lka003,lka003001,lka003001045,Akmeemana,Galle,2016-10-31,2016,10,1
138981,HEAVY RAINS,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2016-10-31,2016,10,1
138987,FLOOD,lka004,lka004001,lka004001039,Island South (Velanai),Jaffna,2016-11-02,2016,11,1
139013,HEAVY RAINS,lka001,lka001001,lka001001031,Ratmalana,Colombo,2016-11-05,2016,11,1
138995,HEAVY RAINS,lka003,lka003002,lka003002039,Weligama,Matara,2016-11-06,2016,11,1
138992,HEAVY RAINS,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2016-11-06,2016,11,1
138993,HEAVY RAINS,lka003,lka003002,lka003002045,Devinuwara,Matara,2016-11-06,2016,11,1
139008,FLOOD,lka003,lka003001,lka003001048,Yakkalamulla,Galle,2016-11-06,2016,11,1
139007,FLOOD,lka003,lka003001,lka003001042,Bope-Poddala,Galle,2016-11-06,2016,11,1
139006,FLOOD,lka003,lka003001,lka003001045,Akmeemana,Galle,2016-11-06,2016,11,1
139004,FLOOD,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2016-11-06,2016,11,1
139005,FLOOD,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2016-11-06,2016,11,1
139002,FLOOD,lka003,lka003001,lka003001054,Habaraduwa,Galle,2016-11-06,2016,11,1
139001,FLOOD,lka003,lka003001,lka003001057,Goonapeenuwala,Galle,2016-11-06,2016,11,1
139000,FLOOD,lka003,lka003001,lka003001024,Nagoda,Galle,2016-11-06,2016,11,1
138999,FLOOD,lka003,lka003001,lka003001030,Welivitiya-Divithura,Galle,2016-11-06,2016,11,1
138994,HEAVY RAINS,lka003,lka003002,lka003002024,Malimbada,Matara,2016-11-06,2016,11,1
139003,FLOOD,lka003,lka003001,lka003001051,Imaduwa,Galle,2016-11-06,2016,11,1
139009,FLOOD,lka003,lka003001,lka003001027,Baddegama,Galle,2016-11-07,2016,11,1
138998,HEAVY RAINS,lka003,lka003002,lka003002021,Welipitiya,Matara,2016-11-07,2016,11,1
139024,HEAVY RAINS,lka007,lka007002,lka007002009,Lankapura,Polannaruwa,2016-11-17,2016,11,1
139025,HEAVY RAINS,lka003,lka003001,lka003001051,Imaduwa,Galle,2016-11-17,2016,11,1
138825,FLOOD,lka004,lka004001,lka004001030,Thenmaradchi (Chavakachcheri),Jaffna,2017-01-13,2017,1,1
138908,FLOOD,lka005,lka005001,lka005001018,Manmunai North (Batti Town),Batticaloa,2017-01-25,2017,1,1
138907,FLOOD,lka005,lka005001,lka005001021,Manmunai West(Vavunatheivu),Batticaloa,2017-01-25,2017,1,1
138906,FLOOD,lka005,lka005001,lka005001027,Manmunai Pattu (Araipattai),Batticaloa,2017-01-25,2017,1,1
138904,FLOOD,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2017-01-25,2017,1,1
138903,FLOOD,lka005,lka005001,lka005001039,Koralai Pattu South (Kiran),Batticaloa,2017-01-25,2017,1,1
138902,FLOOD,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2017-01-25,2017,1,1
138905,FLOOD,lka005,lka005001,lka005001033,Porativu Pattu (Ellavul),Batticaloa,2017-01-25,2017,1,1
138784,FLOOD,lka005,lka005003,lka005003021,Kanthalai,Trincolmalee,2017-01-30,2017,1,1
138785,FLOOD,lka005,lka005003,lka005003024,Kinniya,Trincolmalee,2017-01-30,2017,1,1
138965,FLOOD,lka009,lka009002,lka009002012,Kegalle,Kegalle,2017-04-04,2017,4,1
138968,FLOOD,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2017-04-05,2017,4,1
138990,FLOOD,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2017-04-13,2017,4,1
139009,FLOOD,lka003,lka003001,lka003001006,Balapitiya,Galle,2017-04-26,2017,4,1
139008,FLOOD,lka003,lka003001,lka003001033,Ambalangoda,Galle,2017-04-26,2017,4,1
139007,FLOOD,lka003,lka003001,lka003001048,Yakkalamulla,Galle,2017-04-26,2017,4,1
139087,FLOOD,lka007,lka007002,lka007002012,Dimbulagala,Polannaruwa,2017-05-09,2017,5,1
139097,FLOOD,lka001,lka001001,lka001001006,Kolonnawa,Colombo,2017-05-18,2017,5,1
138923,FLOOD,lka008,lka008002,lka008002003,Bibile,Monaragala,2017-05-24,2017,5,1
138922,FLOOD,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2017-05-24,2017,5,1
138920,FLOOD,lka003,lka003001,lka003001048,Yakkalamulla,Galle,2017-05-24,2017,5,1
139140,FLOOD,lka002,lka002002,lka002002015,Yatawatta,Matale,2017-05-24,2017,5,1
139065,FLOOD,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2017-05-24,2017,5,1
139064,FLOOD,lka009,lka009001,lka009001051,Kolonna,Ratnapura,2017-05-24,2017,5,1
139062,FLOOD,lka009,lka009001,lka009001021,Opanayaka,Ratnapura,2017-05-24,2017,5,1
139061,FLOOD,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2017-05-24,2017,5,1
138924,FLOOD,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2017-05-24,2017,5,1
138921,FLOOD,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2017-05-24,2017,5,1
138931,FLOOD,lka001,lka001003,lka001003039,Walallavita,Kaluthara,2017-05-26,2017,5,1
139032,FLOOD,lka003,lka003002,lka003002015,Athuraliya,Matara,2017-05-26,2017,5,1
139011,FLOOD,lka003,lka003001,lka003001015,Niyagama,Galle,2017-05-26,2017,5,1
139012,FLOOD,lka003,lka003001,lka003001024,Nagoda,Galle,2017-05-26,2017,5,1
139013,FLOOD,lka003,lka003001,lka003001018,Thawalama,Galle,2017-05-26,2017,5,1
139014,FLOOD,lka003,lka003001,lka003001027,Baddegama,Galle,2017-05-26,2017,5,1
139015,FLOOD,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2017-05-26,2017,5,1
139017,FLOOD,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2017-05-26,2017,5,1
139018,FLOOD,lka003,lka003001,lka003001003,Benthota,Galle,2017-05-26,2017,5,1
139019,FLOOD,lka003,lka003001,lka003001030,Welivitiya-Divithura,Galle,2017-05-26,2017,5,1
139020,FLOOD,lka003,lka003003,lka003003025,Walasmulla,Hmabantota,2017-05-26,2017,5,1
139021,FLOOD,lka003,lka003003,lka003003033,Tangalle,Hmabantota,2017-05-26,2017,5,1
139022,FLOOD,lka003,lka003003,lka003003024,Katuwana,Hmabantota,2017-05-26,2017,5,1
139023,FLOOD,lka003,lka003003,lka003003027,Okewela,Hmabantota,2017-05-26,2017,5,1
139024,FLOOD,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2017-05-26,2017,5,1
139025,FLOOD,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2017-05-26,2017,5,1
139010,FLOOD,lka003,lka003001,lka003001042,Bope-Poddala,Galle,2017-05-26,2017,5,1
139026,FLOOD,lka003,lka003003,lka003003021,Weeraketiya,Hmabantota,2017-05-26,2017,5,1
139028,FLOOD,lka003,lka003003,lka003003018,Angunakolapelessa,Hmabantota,2017-05-26,2017,5,1
139030,FLOOD,lka003,lka003002,lka003002021,Welipitiya,Matara,2017-05-26,2017,5,1
139055,FLOOD,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2017-05-26,2017,5,1
139033,FLOOD,lka003,lka003002,lka003002003,Pitabeddara,Matara,2017-05-26,2017,5,1
139034,FLOOD,lka003,lka003002,lka003002036,Thihagoda,Matara,2017-05-26,2017,5,1
139035,FLOOD,lka003,lka003002,lka003002024,Malimbada,Matara,2017-05-26,2017,5,1
